county,fips,cand,st,pct_report,votes,total_votes,lead,pct,state.name
Venango County,42121,Donald Trump,PA,1,16021,23348,Donald Trump,0.6861829707041288,Pennsylvania
Venango County,42121,Hillary Clinton,PA,1,6309,23348,Donald Trump,0.27021586431385985,Pennsylvania
Venango County,42121,Gary Johnson,PA,1,733,23348,Donald Trump,0.0313945519958883,Pennsylvania
Venango County,42121,Jill Stein,PA,1,149,23348,Donald Trump,0.006381702929587117,Pennsylvania
Venango County,42121,Darrell Castle,PA,1,136,23348,Donald Trump,0.005824910056535891,Pennsylvania
Loudon County,47105,Donald Trump,TN,1,17610,23329,Donald Trump,0.7548544729735522,Tennessee
Loudon County,47105,Hillary Clinton,TN,1,4919,23329,Donald Trump,0.21085344421106778,Tennessee
Loudon County,47105,Gary Johnson,TN,1,573,23329,Donald Trump,0.024561704316515925,Tennessee
Loudon County,47105,Jill Stein,TN,1,87,23329,Donald Trump,0.003729264006172575,Tennessee
Loudon County,47105,Mike Smith,TN,1,77,23329,Donald Trump,0.003300612970980325,Tennessee
Loudon County,47105,Rocky De La Fuente,TN,1,41,23329,Donald Trump,0.0017574692442882249,Tennessee
Loudon County,47105,Alyson Kennedy,TN,1,22,23329,Donald Trump,9.4303227742295e-4,Tennessee
Jessamine County,21113,Donald Trump,KY,1,15474,23306,Donald Trump,0.6639491976315112,Kentucky
Jessamine County,21113,Hillary Clinton,KY,1,6144,23306,Donald Trump,0.26362310134729255,Kentucky
Jessamine County,21113,Gary Johnson,KY,1,829,23306,Donald Trump,0.03557023942332447,Kentucky
Jessamine County,21113,Evan McMullin,KY,1,675,23306,Donald Trump,0.028962498927314853,Kentucky
Jessamine County,21113,Jill Stein,KY,1,170,23306,Donald Trump,0.007294258989101519,Kentucky
Jessamine County,21113,Rocky De La Fuente,KY,1,14,23306,Donald Trump,6.007036814554192e-4,Kentucky
Kerr County,48265,Donald Trump,TX,1,17727,23181,Donald Trump,0.7647211078038049,Texas
Kerr County,48265,Hillary Clinton,TX,1,4681,23181,Donald Trump,0.20193261722962771,Texas
Kerr County,48265,Gary Johnson,TX,1,657,23181,Donald Trump,0.028342176782709977,Texas
Kerr County,48265,Jill Stein,TX,1,116,23181,Donald Trump,0.005004098183857469,Texas
Knox County,23013,Hillary Clinton,ME,1,12443,23074,Hillary Clinton,0.539264973563318,Maine
Knox County,23013,Donald Trump,ME,1,9148,23074,Hillary Clinton,0.39646355204992634,Maine
Knox County,23013,Gary Johnson,ME,1,948,23074,Hillary Clinton,0.041085204125855944,Maine
Knox County,23013,Jill Stein,ME,1,535,23074,Hillary Clinton,0.023186270260899713,Maine
Calaveras County,6009,Donald Trump,CA,1,13511,23039,Donald Trump,0.5864403836972091,California
Calaveras County,6009,Hillary Clinton,CA,1,7944,23039,Donald Trump,0.34480663223230174,California
Calaveras County,6009,Gary Johnson,CA,1,1104,23039,Donald Trump,0.04791874647337124,California
Calaveras County,6009,Jill Stein,CA,1,424,23039,Donald Trump,0.01840357654412084,California
Calaveras County,6009,Gloria La Riva,CA,1,56,23039,Donald Trump,0.0024306610529970917,California
Marion County,54049,Donald Trump,WV,1,14668,23029,Donald Trump,0.6369360371705242,West Virginia
Marion County,54049,Hillary Clinton,WV,1,6964,23029,Donald Trump,0.30240132007468845,West Virginia
Marion County,54049,Gary Johnson,WV,1,899,23029,Donald Trump,0.039037735029745106,West Virginia
Marion County,54049,Jill Stein,WV,1,367,23029,Donald Trump,0.015936427982109515,West Virginia
Marion County,54049,Darrell Castle,WV,1,131,23029,Donald Trump,0.0056884797429328235,West Virginia
Grundy County,17063,Donald Trump,IL,1,13454,22982,Donald Trump,0.5854146723522757,Illinois
Grundy County,17063,Hillary Clinton,IL,1,8065,22982,Donald Trump,0.3509268122878775,Illinois
Grundy County,17063,Gary Johnson,IL,1,1140,22982,Donald Trump,0.049604037942737794,Illinois
Grundy County,17063,Jill Stein,IL,1,323,22982,Donald Trump,0.014054477417109041,Illinois
Mercer County,54055,Donald Trump,WV,1,17404,22982,Donald Trump,0.7572883125924637,West Virginia
Mercer County,54055,Hillary Clinton,WV,1,4704,22982,Donald Trump,0.2046819249847707,West Virginia
Mercer County,54055,Gary Johnson,WV,1,552,22982,Donald Trump,0.024018797319641457,West Virginia
Mercer County,54055,Jill Stein,WV,1,209,22982,Donald Trump,0.009094073622835262,West Virginia
Mercer County,54055,Darrell Castle,WV,1,113,22982,Donald Trump,0.004916891480288922,West Virginia
St. Mary Parish,22101,Donald Trump,LA,1,14359,22877,Donald Trump,0.6276609695327184,Louisiana
St. Mary Parish,22101,Hillary Clinton,LA,1,8050,22877,Donald Trump,0.35188180268391833,Louisiana
St. Mary Parish,22101,Gary Johnson,LA,1,245,22877,Donald Trump,0.010709446168640993,Louisiana
St. Mary Parish,22101,Jill Stein,LA,1,85,22877,Donald Trump,0.003715522140140753,Louisiana
St. Mary Parish,22101,Evan McMullin,LA,1,51,22877,Donald Trump,0.002229313284084452,Louisiana
St. Mary Parish,22101,Darrell Castle,LA,1,27,22877,Donald Trump,0.0011802246798094155,Louisiana
St. Mary Parish,22101,Tom Hoefling,LA,1,19,22877,Donald Trump,8.305284783844036e-4,Louisiana
St. Mary Parish,22101,Chris Keniston,LA,1,16,22877,Donald Trump,6.99392402850024e-4,Louisiana
St. Mary Parish,22101,Laurence Kotlikoff,LA,1,10,22877,Donald Trump,4.3712025178126504e-4,Louisiana
St. Mary Parish,22101,Princess Jacob,LA,1,5,22877,Donald Trump,2.1856012589063252e-4,Louisiana
St. Mary Parish,22101,Alyson Kennedy,LA,1,4,22877,Donald Trump,1.74848100712506e-4,Louisiana
St. Mary Parish,22101,Jerry White,LA,1,4,22877,Donald Trump,1.74848100712506e-4,Louisiana
St. Mary Parish,22101,Gloria La Riva,LA,1,2,22877,Donald Trump,8.7424050356253e-5,Louisiana
Clinton County,19045,Donald Trump,IA,1,11276,22800,Donald Trump,0.4945614035087719,Iowa
Clinton County,19045,Hillary Clinton,IA,1,10095,22800,Donald Trump,0.44276315789473686,Iowa
Clinton County,19045,Gary Johnson,IA,1,825,22800,Donald Trump,0.03618421052631579,Iowa
Clinton County,19045,Jill Stein,IA,1,184,22800,Donald Trump,0.008070175438596491,Iowa
Clinton County,19045,Evan McMullin,IA,1,135,22800,Donald Trump,0.0059210526315789476,Iowa
Clinton County,19045,Darrell Castle,IA,1,105,22800,Donald Trump,0.004605263157894736,Iowa
Clinton County,19045,Dan Vacek,IA,1,103,22800,Donald Trump,0.0045175438596491225,Iowa
Clinton County,19045,Lynn Kahn,IA,1,66,22800,Donald Trump,0.0028947368421052633,Iowa
Clinton County,19045,Gloria La Riva,IA,1,6,22800,Donald Trump,2.631578947368421e-4,Iowa
Clinton County,19045,Rocky De La Fuente,IA,1,5,22800,Donald Trump,2.192982456140351e-4,Iowa
Hardin County,48199,Donald Trump,TX,1,19606,22780,Donald Trump,0.860667251975417,Texas
Hardin County,48199,Hillary Clinton,TX,1,2780,22780,Donald Trump,0.12203687445127305,Texas
Hardin County,48199,Gary Johnson,TX,1,353,22780,Donald Trump,0.015496049165935031,Texas
Hardin County,48199,Jill Stein,TX,1,41,22780,Donald Trump,0.0017998244073748903,Texas
Yuba County,6115,Donald Trump,CA,1,13170,22749,Donald Trump,0.5789265462218119,California
Yuba County,6115,Hillary Clinton,CA,1,7910,22749,Donald Trump,0.3477075915424854,California
Yuba County,6115,Gary Johnson,CA,1,1063,22749,Donald Trump,0.04672732867378786,California
Yuba County,6115,Jill Stein,CA,1,438,22749,Donald Trump,0.01925359356455229,California
Yuba County,6115,Gloria La Riva,CA,1,168,22749,Donald Trump,0.007384939997362522,California
Cerro Gordo County,19033,Donald Trump,IA,1,11621,22709,Donald Trump,0.5117354352899731,Iowa
Cerro Gordo County,19033,Hillary Clinton,IA,1,9862,22709,Donald Trump,0.4342771588357039,Iowa
Cerro Gordo County,19033,Gary Johnson,IA,1,851,22709,Donald Trump,0.0374741291998767,Iowa
Cerro Gordo County,19033,Evan McMullin,IA,1,145,22709,Donald Trump,0.006385133647452552,Iowa
Cerro Gordo County,19033,Jill Stein,IA,1,130,22709,Donald Trump,0.005724602580474702,Iowa
Cerro Gordo County,19033,Lynn Kahn,IA,1,43,22709,Donald Trump,0.0018935223920031705,Iowa
Cerro Gordo County,19033,Darrell Castle,IA,1,26,22709,Donald Trump,0.0011449205160949402,Iowa
Cerro Gordo County,19033,Dan Vacek,IA,1,21,22709,Donald Trump,9.247434937689902e-4,Iowa
Cerro Gordo County,19033,Rocky De La Fuente,IA,1,8,22709,Donald Trump,3.522832357215201e-4,Iowa
Cerro Gordo County,19033,Gloria La Riva,IA,1,2,22709,Donald Trump,8.807080893038003e-5,Iowa
Stevens County,53065,Donald Trump,WA,1,15161,22677,Donald Trump,0.6685628610486396,Washington
Stevens County,53065,Hillary Clinton,WA,1,5767,22677,Donald Trump,0.2543105349032059,Washington
Stevens County,53065,Gary Johnson,WA,1,1134,22677,Donald Trump,0.05000661463156502,Washington
Stevens County,53065,Jill Stein,WA,1,307,22677,Donald Trump,0.013537945936411342,Washington
Stevens County,53065,Darrell Castle,WA,1,254,22677,Donald Trump,0.011200776116770296,Washington
Stevens County,53065,Alyson Kennedy,WA,1,31,22677,Donald Trump,0.0013670238567711779,Washington
Stevens County,53065,Gloria La Riva,WA,1,23,22677,Donald Trump,0.0010142435066366803,Washington
Boone County,17007,Donald Trump,IL,1,12282,22666,Donald Trump,0.5418688784964264,Illinois
Boone County,17007,Hillary Clinton,IL,1,8986,22666,Donald Trump,0.3964528368481426,Illinois
Boone County,17007,Gary Johnson,IL,1,1068,22666,Donald Trump,0.04711903291273273,Illinois
Boone County,17007,Jill Stein,IL,1,330,22666,Donald Trump,0.014559251742698315,Illinois
Polk County,55095,Donald Trump,WI,1,13810,22634,Donald Trump,0.6101440311036493,Wisconsin
Polk County,55095,Hillary Clinton,WI,1,7565,22634,Donald Trump,0.33423168684280286,Wisconsin
Polk County,55095,Gary Johnson,WI,1,885,22634,Donald Trump,0.03910046832199346,Wisconsin
Polk County,55095,Jill Stein,WI,1,232,22634,Donald Trump,0.010250066271980206,Wisconsin
Polk County,55095,Darrell Castle,WI,1,107,22634,Donald Trump,0.004727401254749492,Wisconsin
Polk County,55095,Monica Moorehead,WI,1,18,22634,Donald Trump,7.95263762481223e-4,Wisconsin
Polk County,55095,Rocky De La Fuente,WI,1,17,22634,Donald Trump,7.510824423433772e-4,Wisconsin
Waldo County,23027,Hillary Clinton,ME,1,10440,22628,Hillary Clinton,0.46137528725472865,Maine
Waldo County,23027,Donald Trump,ME,1,10378,22628,Hillary Clinton,0.45863531907371397,Maine
Waldo County,23027,Gary Johnson,ME,1,1220,22628,Hillary Clinton,0.05391550291674032,Maine
Waldo County,23027,Jill Stein,ME,1,590,22628,Hillary Clinton,0.02607389075481704,Maine
Newaygo County,26123,Donald Trump,MI,1,15173,22604,Donald Trump,0.6712528755972395,Michigan
Newaygo County,26123,Hillary Clinton,MI,1,6212,22604,Donald Trump,0.27481861617412845,Michigan
Newaygo County,26123,Gary Johnson,MI,1,878,22604,Donald Trump,0.0388426827110246,Michigan
Newaygo County,26123,Jill Stein,MI,1,197,22604,Donald Trump,0.008715271633339232,Michigan
Newaygo County,26123,Darrell Castle,MI,1,129,22604,Donald Trump,0.00570695452132366,Michigan
Newaygo County,26123,Emidio Soltysik,MI,1,15,22604,Donald Trump,6.635993629446116e-4,Michigan
Cass County,26027,Donald Trump,MI,1,14243,22574,Donald Trump,0.6309471072915743,Michigan
Cass County,26027,Hillary Clinton,MI,1,7270,22574,Donald Trump,0.32205191813590855,Michigan
Cass County,26027,Gary Johnson,MI,1,753,22574,Donald Trump,0.033356959333746786,Michigan
Cass County,26027,Jill Stein,MI,1,199,22574,Donald Trump,0.0088154514042704,Michigan
Cass County,26027,Darrell Castle,MI,1,100,22574,Donald Trump,0.0044298750775228135,Michigan
Cass County,26027,Emidio Soltysik,MI,1,9,22574,Donald Trump,3.9868875697705327e-4,Michigan
Pope County,5115,Donald Trump,AR,1,16256,22569,Donald Trump,0.7202800301298241,Arkansas
Pope County,5115,Hillary Clinton,AR,1,5000,22569,Donald Trump,0.22154282422792326,Arkansas
Pope County,5115,Gary Johnson,AR,1,618,22569,Donald Trump,0.027382693074571314,Arkansas
Pope County,5115,Evan McMullin,AR,1,233,22569,Donald Trump,0.010323895609021224,Arkansas
Pope County,5115,Jill Stein,AR,1,225,22569,Donald Trump,0.009969427090256546,Arkansas
Pope County,5115,Jim Hedges,AR,1,94,22569,Donald Trump,0.004165005095484957,Arkansas
Pope County,5115,Darrell Castle,AR,1,82,22569,Donald Trump,0.0036333023173379412,Arkansas
Pope County,5115,Lynn Kahn,AR,1,61,22569,Donald Trump,0.0027028224555806636,Arkansas
Barron County,55005,Donald Trump,WI,1,13614,22545,Donald Trump,0.6038589487691284,Wisconsin
Barron County,55005,Hillary Clinton,WI,1,7889,22545,Donald Trump,0.34992237746728766,Wisconsin
Barron County,55005,Gary Johnson,WI,1,727,22545,Donald Trump,0.032246617875360394,Wisconsin
Barron County,55005,Jill Stein,WI,1,170,22545,Donald Trump,0.00754047460634287,Wisconsin
Barron County,55005,Darrell Castle,WI,1,117,22545,Donald Trump,0.005189620758483034,Wisconsin
Barron County,55005,Monica Moorehead,WI,1,17,22545,Donald Trump,7.54047460634287e-4,Wisconsin
Barron County,55005,Rocky De La Fuente,WI,1,11,22545,Donald Trump,4.879130627633622e-4,Wisconsin
Nacogdoches County,48347,Donald Trump,TX,1,14771,22478,Donald Trump,0.6571314173858884,Texas
Nacogdoches County,48347,Hillary Clinton,TX,1,6846,22478,Donald Trump,0.3045644630305187,Texas
Nacogdoches County,48347,Gary Johnson,TX,1,702,22478,Donald Trump,0.031230536524601834,Texas
Nacogdoches County,48347,Jill Stein,TX,1,159,22478,Donald Trump,0.007073583058991013,Texas
Camden County,29029,Donald Trump,MO,1,16944,22476,Donald Trump,0.7538707955152162,Missouri
Camden County,29029,Hillary Clinton,MO,1,4768,22476,Donald Trump,0.21213739099483894,Missouri
Camden County,29029,Gary Johnson,MO,1,597,22476,Donald Trump,0.026561665776828617,Missouri
Camden County,29029,Jill Stein,MO,1,110,22476,Donald Trump,0.004894109272112476,Missouri
Camden County,29029,Darrell Castle,MO,1,57,22476,Donald Trump,0.0025360384410037374,Missouri
Crawford County,5033,Donald Trump,AR,1,16686,22450,Donald Trump,0.7432516703786192,Arkansas
Crawford County,5033,Hillary Clinton,AR,1,4488,22450,Donald Trump,0.1999109131403118,Arkansas
Crawford County,5033,Gary Johnson,AR,1,581,22450,Donald Trump,0.025879732739420937,Arkansas
Crawford County,5033,Evan McMullin,AR,1,248,22450,Donald Trump,0.011046770601336303,Arkansas
Crawford County,5033,Jill Stein,AR,1,173,22450,Donald Trump,0.0077060133630289535,Arkansas
Crawford County,5033,Jim Hedges,AR,1,119,22450,Donald Trump,0.005300668151447661,Arkansas
Crawford County,5033,Darrell Castle,AR,1,80,22450,Donald Trump,0.0035634743875278397,Arkansas
Crawford County,5033,Lynn Kahn,AR,1,75,22450,Donald Trump,0.0033407572383073497,Arkansas
Stokes County,37169,Donald Trump,NC,1,17116,22352,Donald Trump,0.765748031496063,North Carolina
Stokes County,37169,Hillary Clinton,NC,1,4665,22352,Donald Trump,0.20870615604867573,North Carolina
Stokes County,37169,Gary Johnson,NC,1,571,22352,Donald Trump,0.025545812455261274,North Carolina
Ravalli County,30081,Donald Trump,MT,1,14810,22346,Donald Trump,0.662758435514186,Montana
Ravalli County,30081,Hillary Clinton,MT,1,6223,22346,Donald Trump,0.27848384498344225,Montana
Ravalli County,30081,Gary Johnson,MT,1,992,22346,Donald Trump,0.04439273248008592,Montana
Ravalli County,30081,Jill Stein,MT,1,261,22346,Donald Trump,0.011679942719054865,Montana
Ravalli County,30081,Rocky De La Fuente,MT,1,60,22346,Donald Trump,0.0026850443032310034,Montana
Grady County,40051,Donald Trump,OK,1,17316,22286,Donald Trump,0.7769900385892489,Oklahoma
Grady County,40051,Hillary Clinton,OK,1,3882,22286,Donald Trump,0.17419007448622453,Oklahoma
Grady County,40051,Gary Johnson,OK,1,1088,22286,Donald Trump,0.04881988692452661,Oklahoma
Charlottesville city,51540,Hillary Clinton,VA,1,17901,22259,Hillary Clinton,0.8042140257873219,Virginia
Charlottesville city,51540,Donald Trump,VA,1,2960,22259,Hillary Clinton,0.13297991823532054,Virginia
Charlottesville city,51540,Gary Johnson,VA,1,785,22259,Hillary Clinton,0.03526663372119143,Virginia
Charlottesville city,51540,Evan McMullin,VA,1,383,22259,Hillary Clinton,0.01720652320409722,Virginia
Charlottesville city,51540,Jill Stein,VA,1,230,22259,Hillary Clinton,0.010332899052068826,Virginia
Washington County,40147,Donald Trump,OK,1,15825,22224,Donald Trump,0.7120680345572354,Oklahoma
Washington County,40147,Hillary Clinton,OK,1,5048,22224,Donald Trump,0.22714182865370772,Oklahoma
Washington County,40147,Gary Johnson,OK,1,1351,22224,Donald Trump,0.06079013678905688,Oklahoma
Knox County,17095,Donald Trump,IL,1,10737,22207,Donald Trump,0.48349619489350204,Illinois
Knox County,17095,Hillary Clinton,IL,1,10083,22207,Donald Trump,0.45404602152474444,Illinois
Knox County,17095,Gary Johnson,IL,1,1109,22207,Donald Trump,0.04993920835772504,Illinois
Knox County,17095,Jill Stein,IL,1,278,22207,Donald Trump,0.01251857522402846,Illinois
Douglas County,55031,Hillary Clinton,WI,1,11357,22207,Hillary Clinton,0.5114153194938533,Wisconsin
Douglas County,55031,Donald Trump,WI,1,9661,22207,Hillary Clinton,0.4350430044580538,Wisconsin
Douglas County,55031,Gary Johnson,WI,1,724,22207,Hillary Clinton,0.03260233259782951,Wisconsin
Douglas County,55031,Jill Stein,WI,1,339,22207,Hillary Clinton,0.015265456837933985,Wisconsin
Douglas County,55031,Darrell Castle,WI,1,93,22207,Hillary Clinton,0.004187868690052686,Wisconsin
Douglas County,55031,Monica Moorehead,WI,1,21,22207,Hillary Clinton,9.456477687215743e-4,Wisconsin
Douglas County,55031,Rocky De La Fuente,WI,1,12,22207,Hillary Clinton,5.403701535551853e-4,Wisconsin
Gila County,4007,Donald Trump,AZ,1,14182,22200,Donald Trump,0.6388288288288289,Arizona
Gila County,4007,Hillary Clinton,AZ,1,7003,22200,Donald Trump,0.31545045045045045,Arizona
Gila County,4007,Gary Johnson,AZ,1,803,22200,Donald Trump,0.03617117117117117,Arizona
Gila County,4007,Jill Stein,AZ,1,212,22200,Donald Trump,0.00954954954954955,Arizona
Macoupin County,17117,Donald Trump,IL,1,14322,22192,Donald Trump,0.6453677000720981,Illinois
Macoupin County,17117,Hillary Clinton,IL,1,6689,22192,Donald Trump,0.301414924297044,Illinois
Macoupin County,17117,Gary Johnson,IL,1,934,22192,Donald Trump,0.042087238644556595,Illinois
Macoupin County,17117,Jill Stein,IL,1,247,22192,Donald Trump,0.01113013698630137,Illinois
Ottawa County,39123,Donald Trump,OH,1,12653,22182,Donald Trump,0.5704174555946263,Ohio
Ottawa County,39123,Hillary Clinton,OH,1,8285,22182,Donald Trump,0.3735010368767469,Ohio
Ottawa County,39123,Gary Johnson,OH,1,957,22182,Donald Trump,0.043143088991073844,Ohio
Ottawa County,39123,Jill Stein,OH,1,147,22182,Donald Trump,0.0066269948606978634,Ohio
Ottawa County,39123,Richard Duncan,OH,1,140,22182,Donald Trump,0.006311423676855108,Ohio
Sullivan County,33019,Donald Trump,NH,1,10796,22129,Donald Trump,0.4878666003886303,New Hampshire
Sullivan County,33019,Hillary Clinton,NH,1,10210,22129,Donald Trump,0.46138551222377877,New Hampshire
Sullivan County,33019,Gary Johnson,NH,1,857,22129,Donald Trump,0.038727461701839216,New Hampshire
Sullivan County,33019,Jill Stein,NH,1,238,22129,Donald Trump,0.010755117718830493,New Hampshire
Sullivan County,33019,Rocky De La Fuente,NH,1,28,22129,Donald Trump,0.0012653079669212345,New Hampshire
Gadsden County,12039,Hillary Clinton,FL,1,15020,22113,Hillary Clinton,0.6792384570162348,Florida
Gadsden County,12039,Donald Trump,FL,1,6728,22113,Hillary Clinton,0.3042554153665265,Florida
Gadsden County,12039,Gary Johnson,FL,1,229,22113,Hillary Clinton,0.010355899244788134,Florida
Gadsden County,12039,Jill Stein,FL,1,78,22113,Hillary Clinton,0.003527336860670194,Florida
Gadsden County,12039,Darrell Castle,FL,1,49,22113,Hillary Clinton,0.0022158911047799935,Florida
Gadsden County,12039,Rocky De La Fuente,FL,1,9,22113,Hillary Clinton,4.07000407000407e-4,Florida
Culpeper County,51047,Donald Trump,VA,1,13349,22110,Donald Trump,0.6037539574853008,Virginia
Culpeper County,51047,Hillary Clinton,VA,1,7759,22110,Donald Trump,0.3509271822704659,Virginia
Culpeper County,51047,Gary Johnson,VA,1,584,22110,Donald Trump,0.026413387607417457,Virginia
Culpeper County,51047,Evan McMullin,VA,1,242,22110,Donald Trump,0.010945273631840797,Virginia
Culpeper County,51047,Jill Stein,VA,1,176,22110,Donald Trump,0.007960199004975124,Virginia
Christian County,21047,Donald Trump,KY,1,14108,22083,Donald Trump,0.6388624733958248,Kentucky
Christian County,21047,Hillary Clinton,KY,1,7188,22083,Donald Trump,0.32549925281891046,Kentucky
Christian County,21047,Gary Johnson,KY,1,474,22083,Donald Trump,0.021464474935470722,Kentucky
Christian County,21047,Evan McMullin,KY,1,179,22083,Donald Trump,0.008105782728795906,Kentucky
Christian County,21047,Jill Stein,KY,1,120,22083,Donald Trump,0.005434044287460943,Kentucky
Christian County,21047,Rocky De La Fuente,KY,1,14,22083,Donald Trump,6.3397183353711e-4,Kentucky
Tioga County,36107,Donald Trump,NY,1,13260,22053,Donald Trump,0.6012787375867229,New York
Tioga County,36107,Hillary Clinton,NY,1,7526,22053,Donald Trump,0.3412687616197343,New York
Tioga County,36107,Gary Johnson,NY,1,930,22053,Donald Trump,0.0421711331791593,New York
Tioga County,36107,Jill Stein,NY,1,337,22053,Donald Trump,0.01528136761438353,New York
Dunn County,55033,Donald Trump,WI,1,11486,22034,Donald Trump,0.5212852863756013,Wisconsin
Dunn County,55033,Hillary Clinton,WI,1,9034,22034,Donald Trump,0.4100027230643551,Wisconsin
Dunn County,55033,Gary Johnson,WI,1,1093,22034,Donald Trump,0.0496051556685123,Wisconsin
Dunn County,55033,Jill Stein,WI,1,294,22034,Donald Trump,0.0133430153399292,Wisconsin
Dunn County,55033,Darrell Castle,WI,1,100,22034,Donald Trump,0.004538440591812653,Wisconsin
Dunn County,55033,Monica Moorehead,WI,1,16,22034,Donald Trump,7.261504946900245e-4,Wisconsin
Dunn County,55033,Rocky De La Fuente,WI,1,11,22034,Donald Trump,4.992284650993918e-4,Wisconsin
Saline County,20169,Donald Trump,KS,1,13828,21984,Donald Trump,0.6290029112081513,Kansas
Saline County,20169,Hillary Clinton,KS,1,6317,21984,Donald Trump,0.2873453420669578,Kansas
Saline County,20169,Gary Johnson,KS,1,1378,21984,Donald Trump,0.06268195050946143,Kansas
Saline County,20169,Jill Stein,KS,1,461,21984,Donald Trump,0.020969796215429402,Kansas
Fremont County,8043,Donald Trump,CO,1,15122,21973,Donald Trump,0.6882082555864015,Colorado
Fremont County,8043,Hillary Clinton,CO,1,5297,21973,Donald Trump,0.2410685841714832,Colorado
Fremont County,8043,Gary Johnson,CO,1,890,21973,Donald Trump,0.0405042552223183,Colorado
Fremont County,8043,Jill Stein,CO,1,243,21973,Donald Trump,0.011059026987666682,Colorado
Fremont County,8043,Darrell Castle,CO,1,142,21973,Donald Trump,0.006462476675920448,Colorado
Fremont County,8043,Evan McMullin,CO,1,133,21973,Donald Trump,0.006052883083784644,Colorado
Fremont County,8043,Chris Keniston,CO,1,56,21973,Donald Trump,0.002548582351067219,Colorado
Fremont County,8043,Mike Smith,CO,1,25,21973,Donald Trump,0.0011377599781550085,Colorado
Fremont County,8043,Ryan Scott,CO,1,9,21973,Donald Trump,4.0959359213580304e-4,Colorado
Fremont County,8043,Joseph Maldonado,CO,1,8,21973,Donald Trump,3.640831930096027e-4,Colorado
Fremont County,8043,Tom Hoefling,CO,1,7,21973,Donald Trump,3.1857279388340236e-4,Colorado
Fremont County,8043,Kyle Kopitke,CO,1,7,21973,Donald Trump,3.1857279388340236e-4,Colorado
Fremont County,8043,Gloria La Riva,CO,1,7,21973,Donald Trump,3.1857279388340236e-4,Colorado
Fremont County,8043,Rocky De La Fuente,CO,1,6,21973,Donald Trump,2.7306239475720205e-4,Colorado
Fremont County,8043,Michael Maturen,CO,1,6,21973,Donald Trump,2.7306239475720205e-4,Colorado
Fremont County,8043,Rod Silva,CO,1,4,21973,Donald Trump,1.8204159650480134e-4,Colorado
Fremont County,8043,Laurence Kotlikoff,CO,1,3,21973,Donald Trump,1.3653119737860102e-4,Colorado
Fremont County,8043,Alyson Kennedy,CO,1,2,21973,Donald Trump,9.102079825240067e-5,Colorado
Fremont County,8043,Bradford Lyttle,CO,1,2,21973,Donald Trump,9.102079825240067e-5,Colorado
Fremont County,8043,Emidio Soltysik,CO,1,2,21973,Donald Trump,9.102079825240067e-5,Colorado
Fremont County,8043,Frank Atwood,CO,1,1,21973,Donald Trump,4.5510399126200334e-5,Colorado
Fremont County,8043,Jim Hedges,CO,1,1,21973,Donald Trump,4.5510399126200334e-5,Colorado
Pearl River County,28109,Donald Trump,MS,1,17782,21883,Donald Trump,0.8125942512452589,Mississippi
Pearl River County,28109,Hillary Clinton,MS,1,3604,21883,Donald Trump,0.164694054745693,Mississippi
Pearl River County,28109,Gary Johnson,MS,1,315,21883,Donald Trump,0.01439473563953754,Mississippi
Pearl River County,28109,Darrell Castle,MS,1,83,21883,Donald Trump,0.003792898597084495,Mississippi
Pearl River County,28109,Jill Stein,MS,1,78,21883,Donald Trump,0.0035644107297902483,Mississippi
Pearl River County,28109,Rocky De La Fuente,MS,1,12,21883,Donald Trump,5.48370881506192e-4,Mississippi
Pearl River County,28109,Jim Hedges,MS,1,9,21883,Donald Trump,4.11278161129644e-4,Mississippi
Tooele County,49045,Donald Trump,UT,1,11169,21829,Donald Trump,0.511658802510422,Utah
Tooele County,49045,Evan McMullin,UT,1,4769,21829,Donald Trump,0.21847084154106922,Utah
Tooele County,49045,Hillary Clinton,UT,1,4573,21829,Donald Trump,0.2094919602363828,Utah
Tooele County,49045,Gary Johnson,UT,1,783,21829,Donald Trump,0.03586971459984424,Utah
Tooele County,49045,Darrell Castle,UT,1,191,21829,Donald Trump,0.00874982821017912,Utah
Tooele County,49045,Jill Stein,UT,1,182,21829,Donald Trump,0.008337532640065967,Utah
Tooele County,49045,Rocky Giordani,UT,1,123,21829,Donald Trump,0.005634706124879747,Utah
Tooele County,49045,Rocky De La Fuente,UT,1,17,21829,Donald Trump,7.787805213248431e-4,Utah
Tooele County,49045,Alyson Kennedy,UT,1,11,21829,Donald Trump,5.03916807916075e-4,Utah
Tooele County,49045,Monica Moorehead,UT,1,11,21829,Donald Trump,5.03916807916075e-4,Utah
Hall County,31079,Donald Trump,NE,1,14408,21777,Donald Trump,0.6616154658584745,Nebraska
Hall County,31079,Hillary Clinton,NE,1,6282,21777,Donald Trump,0.2884694861551178,Nebraska
Hall County,31079,Gary Johnson,NE,1,895,21777,Donald Trump,0.04109840657574505,Nebraska
Hall County,31079,Jill Stein,NE,1,192,21777,Donald Trump,0.008816641410662625,Nebraska
Cherokee County,45021,Donald Trump,SC,1,15167,21759,Donald Trump,0.6970449009605221,South Carolina
Cherokee County,45021,Hillary Clinton,SC,1,6092,21759,Donald Trump,0.27997610184291555,South Carolina
Cherokee County,45021,Gary Johnson,SC,1,242,21759,Donald Trump,0.011121834643136173,South Carolina
Cherokee County,45021,Evan McMullin,SC,1,96,21759,Donald Trump,0.004411967461739969,South Carolina
