"county","fips","cand","st","pct_report","votes","total_votes","pct","lead"
"Walworth County","55127","Rocky De La Fuente","WI",1,32,50570,0.000632786236899347,"Donald Trump"
"Lycoming County","42081","Donald Trump","PA",1,35475,50294,0.705352527140414,"Donald Trump"
"Lycoming County","42081","Hillary Clinton","PA",1,12926,50294,0.257008788324651,"Donald Trump"
"Lycoming County","42081","Gary Johnson","PA",1,1291,50294,0.0256690658925518,"Donald Trump"
"Lycoming County","42081","Jill Stein","PA",1,380,50294,0.00755557322941106,"Donald Trump"
"Lycoming County","42081","Darrell Castle","PA",1,222,50294,0.00441404541297173,"Donald Trump"
"Roanoke County","51161","Donald Trump","VA",1,30857,50149,0.615306386966839,"Donald Trump"
"Roanoke County","51161","Hillary Clinton","VA",1,16787,50149,0.334742467447008,"Donald Trump"
"Roanoke County","51161","Gary Johnson","VA",1,1557,50149,0.0310474785140282,"Donald Trump"
"Roanoke County","51161","Evan McMullin","VA",1,670,50149,0.0133601866438015,"Donald Trump"
"Roanoke County","51161","Jill Stein","VA",1,278,50149,0.0055434804283236,"Donald Trump"
"Grafton County","33009","Hillary Clinton","NH",1,28508,50112,0.568885696040868,"Hillary Clinton"
"Grafton County","33009","Donald Trump","NH",1,19010,50112,0.379350255427842,"Hillary Clinton"
"Grafton County","33009","Gary Johnson","NH",1,1966,50112,0.0392321200510856,"Hillary Clinton"
"Grafton County","33009","Jill Stein","NH",1,578,50112,0.0115341634738186,"Hillary Clinton"
"Grafton County","33009","Rocky De La Fuente","NH",1,50,50112,0.000997765006385696,"Hillary Clinton"
"Franklin County","29071","Donald Trump","MO",1,35420,50045,0.707763013288041,"Donald Trump"
"Franklin County","29071","Hillary Clinton","MO",1,12339,50045,0.246558097712059,"Donald Trump"
"Franklin County","29071","Gary Johnson","MO",1,1627,50045,0.0325107403336997,"Donald Trump"
"Franklin County","29071","Jill Stein","MO",1,428,50045,0.00855230292736537,"Donald Trump"
"Franklin County","29071","Darrell Castle","MO",1,231,50045,0.00461584573883505,"Donald Trump"
"Morgan County","1103","Donald Trump","AL",1,37392,49991,0.747974635434378,"Donald Trump"
"Morgan County","1103","Hillary Clinton","AL",1,11216,49991,0.224360384869276,"Donald Trump"
"Morgan County","1103","Gary Johnson","AL",1,1165,49991,0.0233041947550559,"Donald Trump"
"Morgan County","1103","Jill Stein","AL",1,218,49991,0.00436078494128943,"Donald Trump"
"Wayne County","37191","Donald Trump","NC",1,27360,49824,0.549132947976879,"Donald Trump"
"Wayne County","37191","Hillary Clinton","NC",1,21520,49824,0.431920359666024,"Donald Trump"
"Wayne County","37191","Gary Johnson","NC",1,944,49824,0.018946692357097,"Donald Trump"
"Bossier Parish","22015","Donald Trump","LA",1,35451,49818,0.711610261351319,"Donald Trump"
"Bossier Parish","22015","Hillary Clinton","LA",1,12638,49818,0.253683407603677,"Donald Trump"
"Bossier Parish","22015","Gary Johnson","LA",1,1022,49818,0.0205146734112168,"Donald Trump"
"Bossier Parish","22015","Jill Stein","LA",1,262,49818,0.00525914328154482,"Donald Trump"
"Bossier Parish","22015","Evan McMullin","LA",1,236,49818,0.00473724356658236,"Donald Trump"
"Bossier Parish","22015","Darrell Castle","LA",1,79,49818,0.00158577221084748,"Donald Trump"
"Bossier Parish","22015","Chris Keniston","LA",1,44,49818,0.000883214902244169,"Donald Trump"
"Bossier Parish","22015","Tom Hoefling","LA",1,35,49818,0.000702557308603316,"Donald Trump"
"Bossier Parish","22015","Laurence Kotlikoff","LA",1,18,49818,0.000361315187281705,"Donald Trump"
"Bossier Parish","22015","Princess Jacob","LA",1,14,49818,0.000281022923441326,"Donald Trump"
"Bossier Parish","22015","Gloria La Riva","LA",1,8,49818,0.000160584527680758,"Donald Trump"
"Bossier Parish","22015","Alyson Kennedy","LA",1,7,49818,0.000140511461720663,"Donald Trump"
"Bossier Parish","22015","Jerry White","LA",1,4,49818,8.0292263840379e-05,"Donald Trump"
"Mercer County","42085","Donald Trump","PA",1,30034,49594,0.605597451304593,"Donald Trump"
"Mercer County","42085","Hillary Clinton","PA",1,17631,49594,0.355506714521918,"Donald Trump"
"Mercer County","42085","Gary Johnson","PA",1,1297,49594,0.0261523571399766,"Donald Trump"
"Mercer County","42085","Jill Stein","PA",1,400,49594,0.0080654917933621,"Donald Trump"
"Mercer County","42085","Darrell Castle","PA",1,232,49594,0.00467798524015002,"Donald Trump"
"Washington County","47179","Donald Trump","TN",1,34179,49411,0.691728562465848,"Donald Trump"
"Washington County","47179","Hillary Clinton","TN",1,13003,49411,0.263160025095626,"Donald Trump"
"Washington County","47179","Gary Johnson","TN",1,1464,49411,0.0296290299730829,"Donald Trump"
"Washington County","47179","Jill Stein","TN",1,478,49411,0.00967395923984538,"Donald Trump"
"Washington County","47179","Mike Smith","TN",1,152,49411,0.00307623808463702,"Donald Trump"
"Washington County","47179","Rocky De La Fuente","TN",1,82,49411,0.00165954949302787,"Donald Trump"
"Washington County","47179","Alyson Kennedy","TN",1,53,49411,0.00107263564793265,"Donald Trump"
"Chautauqua County","36013","Donald Trump","NY",1,29418,49381,0.595735201798262,"Donald Trump"
"Chautauqua County","36013","Hillary Clinton","NY",1,17281,49381,0.349952410846277,"Donald Trump"
"Chautauqua County","36013","Gary Johnson","NY",1,1985,49381,0.0401976468682287,"Donald Trump"
"Chautauqua County","36013","Jill Stein","NY",1,697,49381,0.0141147404872319,"Donald Trump"
"Dubuque County","19061","Donald Trump","IA",1,23384,49037,0.476864408507861,"Donald Trump"
"Dubuque County","19061","Hillary Clinton","IA",1,22774,49037,0.464424822073128,"Donald Trump"
"Dubuque County","19061","Darrell Castle","IA",1,1995,49037,0.0406835654709709,"Donald Trump"
"Dubuque County","19061","Gary Johnson","IA",1,374,49037,0.0076268939780166,"Donald Trump"
"Dubuque County","19061","Evan McMullin","IA",1,303,49037,0.00617900768807227,"Donald Trump"
"Dubuque County","19061","Jill Stein","IA",1,87,49037,0.00177417052429798,"Donald Trump"
"Dubuque County","19061","Dan Vacek","IA",1,60,49037,0.00122356587882619,"Donald Trump"
"Dubuque County","19061","Lynn Kahn","IA",1,35,49037,0.000713746762648612,"Donald Trump"
"Dubuque County","19061","Rocky De La Fuente","IA",1,13,49037,0.000265105940412342,"Donald Trump"
"Dubuque County","19061","Gloria La Riva","IA",1,12,49037,0.000244713175765238,"Donald Trump"
"Story County","19169","Hillary Clinton","IA",1,25085,48910,0.512880801472092,"Hillary Clinton"
"Story County","19169","Donald Trump","IA",1,19111,48910,0.390738090370067,"Hillary Clinton"
"Story County","19169","Gary Johnson","IA",1,2963,48910,0.0605806583520752,"Hillary Clinton"
"Story County","19169","Evan McMullin","IA",1,1037,48910,0.0212022081373952,"Hillary Clinton"
"Story County","19169","Jill Stein","IA",1,475,48910,0.00971171539562462,"Hillary Clinton"
"Story County","19169","Darrell Castle","IA",1,125,48910,0.00255571457779595,"Hillary Clinton"
"Story County","19169","Lynn Kahn","IA",1,61,48910,0.00124718871396442,"Hillary Clinton"
"Story County","19169","Dan Vacek","IA",1,23,48910,0.000470251482314455,"Hillary Clinton"
"Story County","19169","Rocky De La Fuente","IA",1,15,48910,0.000306685749335514,"Hillary Clinton"
"Story County","19169","Gloria La Riva","IA",1,15,48910,0.000306685749335514,"Hillary Clinton"
"Pickens County","45077","Donald Trump","SC",1,36096,48871,0.738597532278857,"Donald Trump"
"Pickens County","45077","Hillary Clinton","SC",1,10327,48871,0.211311411675636,"Donald Trump"
"Pickens County","45077","Gary Johnson","SC",1,1189,48871,0.0243293568783123,"Donald Trump"
"Pickens County","45077","Evan McMullin","SC",1,546,48871,0.0111722698532872,"Donald Trump"
"Pickens County","45077","Jill Stein","SC",1,326,48871,0.00667062265965501,"Donald Trump"
"Pickens County","45077","Peter Skewes","SC",1,224,48871,0.00458349532442553,"Donald Trump"
"Pickens County","45077","Darrell Castle","SC",1,163,48871,0.00333531132982751,"Donald Trump"
"Washington County","49053","Donald Trump","UT",0.875,33472,48818,0.685648736121922,"Donald Trump"
"Washington County","49053","Hillary Clinton","UT",0.875,8369,48818,0.171432668278094,"Donald Trump"
"Washington County","49053","Evan McMullin","UT",0.875,5109,48818,0.104654021057807,"Donald Trump"
"Washington County","49053","Gary Johnson","UT",0.875,1121,48818,0.022962841574829,"Donald Trump"
"Washington County","49053","Darrell Castle","UT",0.875,332,48818,0.00680077020771027,"Donald Trump"
"Washington County","49053","Jill Stein","UT",0.875,215,48818,0.00440411323692081,"Donald Trump"
"Washington County","49053","Rocky Giordani","UT",0.875,135,48818,0.002765373427834,"Donald Trump"
"Washington County","49053","Rocky De La Fuente","UT",0.875,30,48818,0.000614527428407555,"Donald Trump"
"Washington County","49053","Alyson Kennedy","UT",0.875,21,48818,0.000430169199885288,"Donald Trump"
"Washington County","49053","Monica Moorehead","UT",0.875,14,48818,0.000286779466590192,"Donald Trump"
"Midland County","48329","Donald Trump","TX",1,36896,48753,0.756794453674646,"Donald Trump"
"Midland County","48329","Hillary Clinton","TX",1,9993,48753,0.204972001722971,"Donald Trump"
"Midland County","48329","Gary Johnson","TX",1,1661,48753,0.034069698274978,"Donald Trump"
"Midland County","48329","Jill Stein","TX",1,203,48753,0.00416384632740549,"Donald Trump"
"Geauga County","39055","Donald Trump","OH",1,29577,48736,0.606881976362443,"Donald Trump"
"Geauga County","39055","Hillary Clinton","OH",1,17165,48736,0.352203709783322,"Donald Trump"
"Geauga County","39055","Gary Johnson","OH",1,1452,48736,0.0297931713722915,"Donald Trump"
"Geauga County","39055","Jill Stein","OH",1,318,48736,0.00652495075508864,"Donald Trump"
"Geauga County","39055","Richard Duncan","OH",1,224,48736,0.00459619172685489,"Donald Trump"
"Wayne County","39169","Donald Trump","OH",1,31622,48550,0.651328527291452,"Donald Trump"
"Wayne County","39169","Hillary Clinton","OH",1,14670,48550,0.30216271884655,"Donald Trump"
"Wayne County","39169","Gary Johnson","OH",1,1586,48550,0.0326673532440783,"Donald Trump"
"Wayne County","39169","Jill Stein","OH",1,364,48550,0.00749742533470649,"Donald Trump"
"Wayne County","39169","Richard Duncan","OH",1,308,48550,0.00634397528321318,"Donald Trump"
"LaSalle County","17099","Donald Trump","IL",1,26269,48447,0.542221396577704,"Donald Trump"
"LaSalle County","17099","Hillary Clinton","IL",1,19277,48447,0.397898734699775,"Donald Trump"
"LaSalle County","17099","Gary Johnson","IL",1,2264,48447,0.0467314797613887,"Donald Trump"
"LaSalle County","17099","Jill Stein","IL",1,637,48447,0.0131483889611328,"Donald Trump"
"Warren County","34041","Donald Trump","NJ",1,29393,48442,0.60676685520829,"Donald Trump"
"Warren County","34041","Hillary Clinton","NJ",1,16991,48442,0.350749349737831,"Donald Trump"
"Warren County","34041","Gary Johnson","NJ",1,1241,48442,0.0256182651418191,"Donald Trump"
"Warren County","34041","Jill Stein","NJ",1,551,48442,0.0113744271499938,"Donald Trump"
"Warren County","34041","Darrell Castle","NJ",1,110,48442,0.00227075678130548,"Donald Trump"
"Warren County","34041","Alyson Kennedy","NJ",1,51,48442,0.00105280541678709,"Donald Trump"
"Warren County","34041","Monica Moorehead","NJ",1,48,48442,0.000990875686387845,"Donald Trump"
"Warren County","34041","Gloria La Riva","NJ",1,29,48442,0.00059865406052599,"Donald Trump"
"Warren County","34041","Rocky De La Fuente","NJ",1,28,48442,0.000578010817059576,"Donald Trump"
"Warren County","21227","Donald Trump","KY",1,28673,48436,0.591977041869684,"Donald Trump"
"Warren County","21227","Hillary Clinton","KY",1,16966,48436,0.350276653728632,"Donald Trump"
"Warren County","21227","Gary Johnson","KY",1,1605,48436,0.0331365100338591,"Donald Trump"
"Warren County","21227","Evan McMullin","KY",1,757,48436,0.0156288710876208,"Donald Trump"
"Warren County","21227","Jill Stein","KY",1,415,48436,0.00856800726732183,"Donald Trump"
"Warren County","21227","Rocky De La Fuente","KY",1,20,48436,0.00041291601288298,"Donald Trump"
"Cape May County","34009","Donald Trump","NJ",1,28237,48375,0.583710594315246,"Donald Trump"
"Cape May County","34009","Hillary Clinton","NJ",1,18626,48375,0.385033591731266,"Donald Trump"
"Cape May County","34009","Gary Johnson","NJ",1,895,48375,0.0185012919896641,"Donald Trump"
"Cape May County","34009","Jill Stein","NJ",1,387,48375,0.008,"Donald Trump"
"Cape May County","34009","Darrell Castle","NJ",1,164,48375,0.00339018087855297,"Donald Trump"
"Cape May County","34009","Rocky De La Fuente","NJ",1,26,48375,0.000537467700258398,"Donald Trump"
"Cape May County","34009","Monica Moorehead","NJ",1,20,48375,0.00041343669250646,"Donald Trump"
"Cape May County","34009","Alyson Kennedy","NJ",1,10,48375,0.00020671834625323,"Donald Trump"
"Cape May County","34009","Gloria La Riva","NJ",1,10,48375,0.00020671834625323,"Donald Trump"
"Douglas County","20045","Hillary Clinton","KS",1,30089,48231,0.623851879496589,"Hillary Clinton"
"Douglas County","20045","Donald Trump","KS",1,14308,48231,0.296655677883519,"Hillary Clinton"
"Douglas County","20045","Gary Johnson","KS",1,2349,48231,0.0487031162530323,"Hillary Clinton"
"Douglas County","20045","Jill Stein","KS",1,1485,48231,0.0307893263668595,"Hillary Clinton"
"Jasper County","29097","Donald Trump","MO",1,35058,48179,0.727661429253409,"Donald Trump"
"Jasper County","29097","Hillary Clinton","MO",1,10565,48179,0.21928641109197,"Donald Trump"
"Jasper County","29097","Gary Johnson","MO",1,1759,48179,0.0365096826418149,"Donald Trump"
"Jasper County","29097","Jill Stein","MO",1,484,48179,0.0100458706075261,"Donald Trump"
"Jasper County","29097","Darrell Castle","MO",1,313,48179,0.00649660640528031,"Donald Trump"
"Sherburne County","27141","Donald Trump","MN",1,31049,47938,0.64769076724102,"Donald Trump"
"Sherburne County","27141","Hillary Clinton","MN",1,13299,47938,0.277420835245525,"Donald Trump"
"Sherburne County","27141","Gary Johnson","MN",1,1927,47938,0.0401977554341024,"Donald Trump"
"Sherburne County","27141","Evan McMullin","MN",1,851,47938,0.0177520964579248,"Donald Trump"
"Sherburne County","27141","Jill Stein","MN",1,458,47938,0.0095540072593767,"Donald Trump"
"Sherburne County","27141","Darrell Castle","MN",1,170,47938,0.00354624723601318,"Donald Trump"
"Sherburne County","27141","Dan Vacek","MN",1,150,47938,0.00312904167883516,"Donald Trump"
"Sherburne County","27141","Rocky De La Fuente","MN",1,25,47938,0.000521506946472527,"Donald Trump"
"Sherburne County","27141","Alyson Kennedy","MN",1,9,47938,0.00018774250073011,"Donald Trump"
"Moore County","37125","Donald Trump","NC",1,30273,47746,0.634042642315587,"Donald Trump"
"Moore County","37125","Hillary Clinton","NC",1,16148,47746,0.338206341892515,"Donald Trump"
"Moore County","37125","Gary Johnson","NC",1,1325,47746,0.0277510157918988,"Donald Trump"
"Pennington County","46103","Donald Trump","SD",1,29804,47741,0.624285205588488,"Donald Trump"
"Pennington County","46103","Hillary Clinton","SD",1,14074,47741,0.294799019710521,"Donald Trump"
"Pennington County","46103","Gary Johnson","SD",1,3338,47741,0.0699189376008043,"Donald Trump"
"Pennington County","46103","Darrell Castle","SD",1,525,47741,0.0109968371001864,"Donald Trump"
"Ontario County","36069","Donald Trump","NY",1,24343,47664,0.510720879489762,"Donald Trump"
"Ontario County","36069","Hillary Clinton","NY",1,20233,47664,0.424492279288352,"Donald Trump"
"Ontario County","36069","Gary Johnson","NY",1,2285,47664,0.0479397448808325,"Donald Trump"
"Ontario County","36069","Jill Stein","NY",1,803,47664,0.016847096341054,"Donald Trump"
"Wyandotte County","20209","Hillary Clinton","KS",1,29346,47467,0.618240040449154,"Hillary Clinton"
"Wyandotte County","20209","Donald Trump","KS",1,15520,47467,0.326963996039354,"Hillary Clinton"
"Wyandotte County","20209","Gary Johnson","KS",1,1682,47467,0.0354351444161207,"Hillary Clinton"
"Wyandotte County","20209","Jill Stein","KS",1,919,47467,0.0193608190953715,"Hillary Clinton"
"Calhoun County","1015","Donald Trump","AL",1,32803,47376,0.692396994258696,"Donald Trump"
"Calhoun County","1015","Hillary Clinton","AL",1,13197,47376,0.278558763931104,"Donald Trump"
"Calhoun County","1015","Gary Johnson","AL",1,1114,47376,0.0235140155352921,"Donald Trump"
"Calhoun County","1015","Jill Stein","AL",1,262,47376,0.00553022627490713,"Donald Trump"
"Macon County","17115","Donald Trump","IL",1,26782,47283,0.566419220438635,"Donald Trump"
"Macon County","17115","Hillary Clinton","IL",1,18211,47283,0.385148996468075,"Donald Trump"
"Macon County","17115","Gary Johnson","IL",1,1836,47283,0.0388300234756678,"Donald Trump"
"Macon County","17115","Jill Stein","IL",1,454,47283,0.00960175961762156,"Donald Trump"
"Faulkner County","5045","Donald Trump","AR",1,29170,47196,0.618060852614628,"Donald Trump"
"Faulkner County","5045","Hillary Clinton","AR",1,14525,47196,0.307759132129842,"Donald Trump"
"Faulkner County","5045","Gary Johnson","AR",1,1639,47196,0.034727519281295,"Donald Trump"
"Faulkner County","5045","Evan McMullin","AR",1,832,47196,0.0176286125942877,"Donald Trump"
"Faulkner County","5045","Jill Stein","AR",1,507,47196,0.010742435799644,"Donald Trump"
"Faulkner County","5045","Darrell Castle","AR",1,206,47196,0.00436477667598949,"Donald Trump"
"Faulkner County","5045","Jim Hedges","AR",1,174,47196,0.00368675311467073,"Donald Trump"
"Faulkner County","5045","Lynn Kahn","AR",1,143,47196,0.00302991778964319,"Donald Trump"
"Adams County","42001","Donald Trump","PA",1,31249,47138,0.662925877211591,"Donald Trump"
"Adams County","42001","Hillary Clinton","PA",1,14077,47138,0.298633798633799,"Donald Trump"
"Adams County","42001","Gary Johnson","PA",1,1222,47138,0.0259238830667402,"Donald Trump"
"Adams County","42001","Jill Stein","PA",1,399,47138,0.00846450846450846,"Donald Trump"
"Adams County","42001","Darrell Castle","PA",1,191,47138,0.00405193262336119,"Donald Trump"
"Grayson County","48181","Donald Trump","TX",1,35274,47068,0.749426361859437,"Donald Trump"
"Grayson County","48181","Hillary Clinton","TX",1,10276,47068,0.21832242712671,"Donald Trump"
"Grayson County","48181","Gary Johnson","TX",1,1255,47068,0.0266635506076315,"Donald Trump"
"Grayson County","48181","Jill Stein","TX",1,263,47068,0.00558766040622079,"Donald Trump"
"Nash County","37127","Donald Trump","NC",1,23142,46903,0.49340127497175,"Donald Trump"
"Nash County","37127","Hillary Clinton","NC",1,23024,46903,0.490885444427862,"Donald Trump"
"Nash County","37127","Gary Johnson","NC",1,737,46903,0.015713280600388,"Donald Trump"
"Burleigh County","38015","Donald Trump","ND",1,32499,46874,0.693326790971541,"Donald Trump"
"Burleigh County","38015","Hillary Clinton","ND",1,10865,46874,0.23179161155438,"Donald Trump"
"Burleigh County","38015","Gary Johnson","ND",1,2719,46874,0.0580065708068439,"Donald Trump"
"Burleigh County","38015","Jill Stein","ND",1,480,46874,0.0102402184579938,"Donald Trump"
"Burleigh County","38015","Darrell Castle","ND",1,262,46874,0.00558945257498827,"Donald Trump"
"Burleigh County","38015","Rocky De La Fuente","ND",1,49,46874,0.00104535563425353,"Donald Trump"
"St. Croix County","55109","Donald Trump","WI",1,26123,46819,0.557957239582221,"Donald Trump"
"St. Croix County","55109","Hillary Clinton","WI",1,17496,46819,0.373694440291335,"Donald Trump"
"St. Croix County","55109","Gary Johnson","WI",1,2338,46819,0.0499369913923834,"Donald Trump"
"St. Croix County","55109","Jill Stein","WI",1,513,46819,0.0109570900702706,"Donald Trump"
"St. Croix County","55109","Darrell Castle","WI",1,266,46819,0.00568145411051069,"Donald Trump"
"St. Croix County","55109","Rocky De La Fuente","WI",1,62,46819,0.00132424870244986,"Donald Trump"
"St. Croix County","55109","Monica Moorehead","WI",1,21,46819,0.000448535850829791,"Donald Trump"
"Platte County","29165","Donald Trump","MO",1,24975,46641,0.535473081623464,"Donald Trump"
"Platte County","29165","Hillary Clinton","MO",1,18915,46641,0.405544478034347,"Donald Trump"
"Platte County","29165","Gary Johnson","MO",1,2154,46641,0.0461825432559336,"Donald Trump"
"Platte County","29165","Jill Stein","MO",1,394,46641,0.00844750326965545,"Donald Trump"
"Platte County","29165","Darrell Castle","MO",1,203,46641,0.00435239381659913,"Donald Trump"
"Kankakee County","17091","Donald Trump","IL",1,25081,46556,0.538727553913566,"Donald Trump"
"Kankakee County","17091","Hillary Clinton","IL",1,18908,46556,0.40613454764155,"Donald Trump"
"Kankakee County","17091","Gary Johnson","IL",1,1982,46556,0.0425723859438096,"Donald Trump"
"Kankakee County","17091","Jill Stein","IL",1,585,46556,0.012565512501074,"Donald Trump"
"Nassau County","12089","Donald Trump","FL",1,34221,46537,0.735350366375142,"Donald Trump"
"Nassau County","12089","Hillary Clinton","FL",1,10849,46537,0.23312632958721,"Donald Trump"
"Nassau County","12089","Gary Johnson","FL",1,1192,46537,0.0256140275479726,"Donald Trump"
"Nassau County","12089","Jill Stein","FL",1,186,46537,0.00399681973483465,"Donald Trump"
"Nassau County","12089","Darrell Castle","FL",1,67,46537,0.00143971463566624,"Donald Trump"
"Nassau County","12089","Rocky De La Fuente","FL",1,22,46537,0.000472742119173991,"Donald Trump"
"Flathead County","30029","Donald Trump","MT",1,30079,46250,0.650356756756757,"Donald Trump"
"Flathead County","30029","Hillary Clinton","MT",1,13233,46250,0.286118918918919,"Donald Trump"
"Flathead County","30029","Gary Johnson","MT",1,2182,46250,0.0471783783783784,"Donald Trump"
"Flathead County","30029","Jill Stein","MT",1,650,46250,0.0140540540540541,"Donald Trump"
"Flathead County","30029","Rocky De La Fuente","MT",1,106,46250,0.00229189189189189,"Donald Trump"
"Craven County","37049","Donald Trump","NC",1,27556,46231,0.59605026929982,"Donald Trump"
"Craven County","37049","Hillary Clinton","NC",1,17481,46231,0.37812290454457,"Donald Trump"
"Craven County","37049","Gary Johnson","NC",1,1194,46231,0.0258268261556099,"Donald Trump"
"San Juan County","35045","Donald Trump","NM",1,27879,45975,0.606394779771615,"Donald Trump"
"San Juan County","35045","Hillary Clinton","NM",1,12826,45975,0.278977705274606,"Donald Trump"
"San Juan County","35045","Gary Johnson","NM",1,4177,45975,0.0908537248504622,"Donald Trump"
"San Juan County","35045","Evan McMullin","NM",1,499,45975,0.0108537248504622,"Donald Trump"
"San Juan County","35045","Jill Stein","NM",1,351,45975,0.00763458401305057,"Donald Trump"
"San Juan County","35045","Darrell Castle","NM",1,125,45975,0.00271886895051659,"Donald Trump"
"San Juan County","35045","Gloria La Riva","NM",1,97,45975,0.00210984230560087,"Donald Trump"
"San Juan County","35045","Rocky De La Fuente","NM",1,21,45975,0.000456769983686786,"Donald Trump"
"Lenawee County","26091","Donald Trump","MI",1,26428,45895,0.575836147728511,"Donald Trump"
"Lenawee County","26091","Hillary Clinton","MI",1,16750,45895,0.364963503649635,"Donald Trump"
"Lenawee County","26091","Gary Johnson","MI",1,2044,45895,0.0445364418782002,"Donald Trump"
"Lenawee County","26091","Jill Stein","MI",1,449,45895,0.00978320078439917,"Donald Trump"
"Lenawee County","26091","Darrell Castle","MI",1,201,45895,0.00437956204379562,"Donald Trump"
"Lenawee County","26091","Emidio Soltysik","MI",1,23,45895,0.0005011439154592,"Donald Trump"
"Daviess County","21059","Donald Trump","KY",1,28907,45781,0.631419147681353,"Donald Trump"
"Daviess County","21059","Hillary Clinton","KY",1,14163,45781,0.309364146698412,"Donald Trump"
"Daviess County","21059","Gary Johnson","KY",1,1488,45781,0.0325025665669164,"Donald Trump"
"Daviess County","21059","Evan McMullin","KY",1,741,45781,0.0161857539153797,"Donald Trump"
"Daviess County","21059","Jill Stein","KY",1,453,45781,0.00989493457984754,"Donald Trump"
"Daviess County","21059","Rocky De La Fuente","KY",1,29,45781,0.000633450558091785,"Donald Trump"
"Highlands County","12055","Donald Trump","FL",1,29509,45589,0.64728333589243,"Donald Trump"
"Highlands County","12055","Hillary Clinton","FL",1,14901,45589,0.326855162429533,"Donald Trump"
"Highlands County","12055","Gary Johnson","FL",1,850,45589,0.0186448485380245,"Donald Trump"
"Highlands County","12055","Jill Stein","FL",1,186,45589,0.00407993156243831,"Donald Trump"
"Highlands County","12055","Darrell Castle","FL",1,91,45589,0.00199609554936498,"Donald Trump"
"Highlands County","12055","Rocky De La Fuente","FL",1,52,45589,0.00114062602820856,"Donald Trump"
"Benton County","41003","Hillary Clinton","OR",1,28431,45577,0.62380147881607,"Hillary Clinton"
"Benton County","41003","Donald Trump","OR",1,13030,45577,0.285889812844198,"Hillary Clinton"
"Benton County","41003","Gary Johnson","OR",1,2588,45577,0.0567830265265375,"Hillary Clinton"
"Benton County","41003","Jill Stein","OR",1,1528,45577,0.0335256818131952,"Hillary Clinton"
"Jackson County","28059","Donald Trump","MS",1,31204,45465,0.686330144066865,"Donald Trump"
"Jackson County","28059","Hillary Clinton","MS",1,13087,45465,0.287847795007148,"Donald Trump"
"Jackson County","28059","Gary Johnson","MS",1,820,45465,0.0180358517540966,"Donald Trump"
"Jackson County","28059","Darrell Castle","MS",1,153,45465,0.00336522599802046,"Donald Trump"
"Jackson County","28059","Jill Stein","MS",1,152,45465,0.00334323105685692,"Donald Trump"
"Jackson County","28059","Rocky De La Fuente","MS",1,25,45465,0.00054987352908831,"Donald Trump"
"Jackson County","28059","Jim Hedges","MS",1,24,45465,0.000527878587924777,"Donald Trump"
"Taylor County","48441","Donald Trump","TX",1,33172,45266,0.732823752927142,"Donald Trump"
"Taylor County","48441","Hillary Clinton","TX",1,10047,45266,0.221954667962709,"Donald Trump"
"Taylor County","48441","Gary Johnson","TX",1,1759,45266,0.0388591879114567,"Donald Trump"
"Taylor County","48441","Jill Stein","TX",1,288,45266,0.00636239119869217,"Donald Trump"
"Columbiana County","39029","Donald Trump","OH",1,31086,45261,0.686816464505866,"Donald Trump"
"Columbiana County","39029","Hillary Clinton","OH",1,12273,45261,0.271160601842646,"Donald Trump"
"Columbiana County","39029","Gary Johnson","OH",1,1368,45261,0.030224696758799,"Donald Trump"
"Columbiana County","39029","Jill Stein","OH",1,313,45261,0.00691544596893573,"Donald Trump"
"Columbiana County","39029","Richard Duncan","OH",1,221,45261,0.00488279092375334,"Donald Trump"
"St. Mary's County","24037","Donald Trump","MD",1,26889,45169,0.595297659899489,"Donald Trump"
"St. Mary's County","24037","Hillary Clinton","MD",1,15786,45169,0.349487480351569,"Donald Trump"
"St. Mary's County","24037","Gary Johnson","MD",1,2042,45169,0.0452079966348602,"Donald Trump"
"St. Mary's County","24037","Jill Stein","MD",1,452,45169,0.0100068631140827,"Donald Trump"
"Lapeer County","26087","Donald Trump","MI",1,30037,45126,0.665625138501086,"Donald Trump"
"Lapeer County","26087","Hillary Clinton","MI",1,12734,45126,0.282187652351194,"Donald Trump"
"Lapeer County","26087","Gary Johnson","MI",1,1730,45126,0.0383371005628684,"Donald Trump"
"Lapeer County","26087","Jill Stein","MI",1,426,45126,0.00944023401143465,"Donald Trump"
"Lapeer County","26087","Darrell Castle","MI",1,176,45126,0.00390019057749413,"Donald Trump"
"Lapeer County","26087","Emidio Soltysik","MI",1,23,45126,0.000509683995922528,"Donald Trump"
"Yamhill County","41071","Donald Trump","OR",1,22589,45116,0.500687117652274,"Donald Trump"
"Yamhill County","41071","Hillary Clinton","OR",1,18635,45116,0.413046369358986,"Donald Trump"
"Yamhill County","41071","Gary Johnson","OR",1,2940,45116,0.0651653515382569,"Donald Trump"
"Yamhill County","41071","Jill Stein","OR",1,952,45116,0.0211011614504832,"Donald Trump"
"Madison County","28089","Donald Trump","MS",1,25607,45048,0.568438110459954,"Donald Trump"
"Madison County","28089","Hillary Clinton","MS",1,18358,45048,0.407520866631149,"Donald Trump"
"Madison County","28089","Gary Johnson","MS",1,748,45048,0.0166045107440952,"Donald Trump"
"Madison County","28089","Darrell Castle","MS",1,160,45048,0.00355176700408453,"Donald Trump"
"Madison County","28089","Jill Stein","MS",1,127,45048,0.0028192150594921,"Donald Trump"
"Madison County","28089","Jim Hedges","MS",1,25,45048,0.000554963594388208,"Donald Trump"
